Marca temporal,1. Edad en años,2. Género,3. Etnia,4. Institución educativa,5. Área de residencia,6. ¿Cuenta con acceso a internet en casa?,7. ¿En qué año escolar estás actualmente?,8. ¿Qué idiomas hablas? (Selecciona todos los que apliquen),9. ¿Cuál es el nivel educativo más alto que han alcanzado tus padres o tutores? puede ser cualquiera de ellos,10. ¿En qué área de trabajo están involucrados tus padres o tutores?,11. ¿Cuál es el ingreso familiar mensual aproximado?,12. ¿Cuáles de las siguientes actividades te interesan? (Selecciona todas las que apliquen),"13. ¿Sientes la suficiente confianza al resolver ejercicios de matemáticas, razonamiento o lógica en general?",14. ¿Crees que las habilidades artísticas o las habilidades blandas pueden generar influencia en el aprendizaje en carreras de ciencias o tecnología?,15. ¿Crees tener el conocimiento para poder seguir una carrera que involucre la ciencia y la matemática?,16. ¿Cuáles de las siguientes actividades te gusta realizar?,17. ¿Qué asignaturas disfrutas más en el colegio?,18. ¿Cuál de las siguientes carreras te parece más atractiva?,19. ¿Quién influye más en tu decisión sobre qué estudiar en el futuro?,20. ¿Tus maestros te han animado a explorar temas relacionados con la ciencia o la tecnología?,21. ¿Qué opinan tus amigos sobre el estudio de disciplinas relacionadas con la tecnología o la ciencia?,22. ¿Qué tanto apoyo recibes de tu familia para estudiar temas relacionados con las matemáticas o la ciencia?,23. ¿Qué obstáculos sientes que podrías enfrentar al seguir una carrera STEAM?,24. ¿Qué sectores te interesan más para trabajar en el futuro?,25. ¿Qué tan optimista te sientes sobre tu futuro en una carrera que involucre tecnología o ciencia?,26. ¿Crees que tu carrera te brindará estabilidad económica?,27. ¿Qué esperas lograr con tu carrera en términos de impacto social o tecnológico?,28. ¿Crees que las innovaciones tecnológicas y la ciencia están mejorando la calidad de vida de las personas?,29. ¿Qué área consideras más importante para que avance tecnológicamente?,"30. ¿Cuál es la probabilidad de que selecciones una carrera relacionada con Ciencia, Tecnología, Ingeniería, Arte o Matemáticas (STEAM)?",31. ¿Qué tan informado/a te sientes sobre las diferentes opciones de carrera STEAM?
19/02/2026 18:25:59,17,Masculino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Secundaria,Negocio propio,,"Me interesa trabajar con herramientas, máquinas y equipos., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones.",4,3,3,"Explorar nuevas tecnologías y sus impactos., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Física",ingeniero mecánico ,Familia,3,Positivo,4,"Dificultad en las materias, Falta de motivación, miedo a no poder lograrlo ",mecánica,3,,Mejorar la calidad de vida de las personas,3,Salud,3,3
19/02/2026 19:12:55,16,Masculino,Mestiza,Pública,Rural,Sí,Segundo de bachillerato,Español,Primaria,Sector privado,,Me gusta leer novelas de detectives.,4,4,3,"Analizar datos y realizar interpretaciones estadísticas., Resolver problemas matemáticos y encontrar soluciones eficientes.",Lengua y literatura,Ingeniero/a civil,Familia,4,Positivo,5,Falta de motivación,"Salud, Tecnología",4,,Mejorar la calidad de vida de las personas,4,Salud,4,4
19/02/2026 19:20:45,16,Femenino,Mestiza,Pública,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Sector público,,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales.",2,2,1,"Aprender sobre nuevos descubrimientos científicos., Resolver problemas complejos de manera creativa.","Biología, Arte, Lengua y literatura",Investigador/a científico/a,Familia,3,Neutro,3,Dificultad en las materias,Salud,3,,Desarrollar nuevas ideas artísticas,3,Educación,3,3
19/02/2026 19:24:25,16,Femenino,Blanca,Pública,Urbana,Sí,Segundo de bachillerato,Español,Secundaria,Negocio propio,,"Disfruto explorando y aprendiendo sobre seres vivos., Disfruto explorando temas de ciencia ficción.",3,1,3,"Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas.",Arte,Artista digital,Familia,3,Positivo,4,Dificultad en las materias,Fuerza pública,5,,Mejorar la calidad de vida de las personas,3,Energía,3,2
19/02/2026 19:27:50,16,Femenino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Bachillerato,"Sector público, Negocio propio",,"Disfruto explorando y aprendiendo sobre seres vivos., Disfruto de actividades artísticas como música, teatro o literatura.",2,3,1,,Inglés,,Nadie en particular,1,Muy positivo,4,Dificultad en las materias,,2,,Mejorar la calidad de vida de las personas,4,Transporte,1,3
19/02/2026 19:33:13,17,Femenino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Primaria,Negocio propio,,"Encuentro fascinante la ingeniería y el diseño de soluciones., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte.",4,4,3,"Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.",Matemáticas,Artista digital,Familia,2,Neutro,3,Falta de motivación,Arte,3,,Desarrollar nuevas ideas artísticas,3,Educación,4,3
19/02/2026 19:36:40,17,Masculino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Bachillerato,Sector público,,"Me interesa trabajar con herramientas, máquinas y equipos., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Disfruto de actividades artísticas como música, teatro o literatura.",3,3,3,Analizar datos para encontrar patrones y conclusiones.,Matemáticas,Desarrollador/a de software,Familia,4,Positivo,3,Falta de motivación,Tecnología,4,,Mejorar la calidad de vida de las personas,3,Medio ambiente,4,3
19/02/2026 19:39:01,17,Femenino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Primaria,Sector privado,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto explorando y aprendiendo sobre seres vivos.",3,2,2,"Aprender sobre nuevos descubrimientos científicos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas.",Inglés,Medicina,Familia,3,Positivo,4,,Salud,4,,Mejorar la calidad de vida de las personas,4,Medio ambiente,3,2
19/02/2026 19:41:07,17,Femenino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Secundaria,Sector privado,,"Me interesa investigar fenómenos físicos, biológicos y/o culturales.",1,4,2,Explorar nuevas tecnologías y sus impactos.,Biología,Desarrollador/a de software,Familia,5,Muy positivo,2,"Falta de recursos educativos, Dificultad en las materias","Salud, Tecnología",4,,Mejorar la calidad de vida de las personas,3,Salud,3,3
19/02/2026 19:48:58,18,Femenino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Postgrado,Negocio propio,,"Disfruto explorando y aprendiendo sobre seres vivos., Disfruto de actividades artísticas como música, teatro o literatura.",3,5,4,Aprender sobre nuevos descubrimientos científicos.,"Matemáticas, Biología, Arte",Investigador/a científico/a,Familia,5,Positivo,5,Dificultad en las materias,Salud,3,,Mejorar la calidad de vida de las personas,3,Salud,3,3
19/02/2026 19:51:47,18,Masculino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Bachillerato,Negocio propio,,"Disfruto explorando y aprendiendo sobre seres vivos., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver.",4,4,5,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Física, Lengua y literatura, Ciencias Sociales",Matemático/a o estadístico/a,Familia,5,Muy positivo,4,Dificultad en las materias,Medio ambiente,5,,Innovar y crear nuevas tecnologías,5,Salud,5,2
19/02/2026 19:55:29,17,Femenino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Bachillerato,Negocio propio,,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual.",4,5,4,"Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Biología, Química, Arte, Lengua y literatura",Medicina ,Familia,5,Neutro,4,Dificultad en las materias,Salud,4,,Innovar y crear nuevas tecnologías,5,"Salud, Educación",4,4
19/02/2026 19:58:42,17,Femenino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Universidad,Sector público,,"Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",4,5,4,"Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Compartir y recibir retroalimentación sobre tu arte.","Biología, Arte, Lengua y literatura",Medicina,Nadie en particular,4,Positivo,3,Falta de apoyo familiar,Salud,4,,Mejorar la calidad de vida de las personas,4,Salud,3,2
19/02/2026 20:02:51,17,Femenino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Primaria,Sector privado,,"Disfruto de actividades artísticas como música, teatro o literatura.",4,4,4,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos.","Matemáticas, Biología, Química, Lengua y literatura, Ciencias Sociales",Investigador/a científico/a,Familia,5,Positivo,4,Falta de motivación,Salud,4,,Mejorar la calidad de vida de las personas,5,Educación,3,3
19/02/2026 20:07:20,17,Masculino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Postgrado,Sector público,,"Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,1,"Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas.","Biología, Arte, Lengua y literatura, Ciencias Sociales",Artista digital,Familia,3,Muy positivo,4,Falta de motivación,Medio ambiente,5,,Desarrollar nuevas ideas artísticas,5,Energía,4,4
19/02/2026 20:08:31,17,Femenino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Bachillerato,Sector privado,,Encuentro fascinante la ingeniería y el diseño de soluciones.,4,3,5,Resolver problemas matemáticos y encontrar soluciones eficientes.,Matemáticas,Ingeniero/a civil,Familia,4,Positivo,5,Falta de motivación,Medio ambiente,4,,Mejorar la calidad de vida de las personas,4,,5,4
19/02/2026 20:10:16,17,Masculino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Secundaria,Sector privado,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas.",3,4,4,Aprender sobre nuevos descubrimientos científicos.,Biología,Desarrollador/a de software,Familia,3,Neutro,2,Dificultad en las materias,Tecnología,4,,Mejorar la calidad de vida de las personas,3,Energía,5,3
19/02/2026 20:11:43,17,Femenino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Secundaria,Sector público,,"Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver.",5,5,5,"Aprender sobre nuevos descubrimientos científicos., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Analizar datos y realizar interpretaciones estadísticas.","Biología, Química, Lengua y literatura",Investigador/a científico/a,Familia,5,Positivo,5,Dificultad en las materias,"Salud, Tecnología, Medio ambiente",5,,Mejorar la calidad de vida de las personas,5,Salud,5,4
19/02/2026 20:12:05,16,Femenino,Mestiza,Pública,Urbana,No,Tercero de bachillerato,Español,Secundaria,Negocio propio,,Me gusta leer novelas de detectives.,4,5,4,Resolver problemas matemáticos y encontrar soluciones eficientes.,Matemáticas,Investigador/a científico/a,Familia,5,Positivo,5,Falta de motivación,Salud,4,,Innovar y crear nuevas tecnologías,4,Educación,4,3
19/02/2026 20:14:31,17,Femenino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Universidad,Negocio propio,,Encuentro fascinante la ingeniería y el diseño de soluciones.,5,3,4,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Física",Desarrollador/a de software,Nadie en particular,5,Neutro,5,ninguno ,ingeniero o contador ,2,,Innovar y crear nuevas tecnologías,4,Educación,4,1
19/02/2026 20:17:41,17,Masculino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Bachillerato,Sector público,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto explorando temas de ciencia ficción.",4,3,5,Aprender sobre nuevos descubrimientos científicos.,"Matemáticas, Biología",Investigador/a científico/a,Familia,3,Positivo,5,Dificultad en las materias,"Salud, Tecnología",4,,No estoy seguro(a),4,Educación,4,4
19/02/2026 20:18:09,17,Femenino,Mestiza,Fiscomisional,Rural,Sí,Tercero de bachillerato,Español,Primaria,Sector público,,"Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinantes los misterios sin resolver., Disfruto explorando temas relacionados con arte y belleza visual.",1,5,5,"Aprender sobre nuevos descubrimientos científicos., Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Lengua y literatura",Investigador/a científico/a,Nadie en particular,5,Muy positivo,5,Dificultad en las materias,Salud,5,,Mejorar la calidad de vida de las personas,5,"Salud, Energía, Educación, Transporte, Medio ambiente",5,5
19/02/2026 20:19:28,17,Masculino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Bachillerato,Negocio propio,,"Me interesa trabajar con herramientas, máquinas y equipos.",3,5,5,Explorar nuevas tecnologías y sus impactos.,Lengua y literatura,Ingeniero/a civil,Amigos,1,Muy positivo,5,Falta de apoyo familiar,Tecnología,5,,Mejorar la calidad de vida de las personas,5,Educación,5,2
19/02/2026 20:21:19,17,Masculino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Universidad,Negocio propio,,"Me interesa trabajar con herramientas, máquinas y equipos., Me siento atraído/a por temas relacionados con mecánica y automóviles.",1,5,2,"Explorar nuevas tecnologías y sus impactos., Crear obras artísticas como pinturas, dibujos o esculturas.","Biología, Lengua y literatura",Desarrollador/a de software,Familia,2,Muy positivo,5,Dificultad en las materias,"Medio ambiente, Arte",4,,"Mejorar la calidad de vida de las personas, Contribuir a la sostenibilidad, Desarrollar nuevas ideas artísticas",5,"Salud, Energía, Educación",4,3
19/02/2026 20:22:02,17,Femenino,Mestiza,Fiscomisional,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Postgrado,Sector público,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",4,5,5,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Física, Química, Lengua y literatura, Ciencias Sociales",Ingeniero/a civil,Nadie en particular,4,Positivo,5,Dificultad en las materias,Educación,4,,Mejorar la calidad de vida de las personas,5,Salud,5,4
19/02/2026 20:23:37,17,Masculino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Universidad,Sector público,,"Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Disfruto de actividades artísticas como música, teatro o literatura.",4,3,3,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas complejos de manera creativa., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Lengua y literatura",Desarrollador/a de software,Familia,5,Muy positivo,4,Dificultad en las materias,"Salud, Tecnología, Medio ambiente",4,,"Mejorar la calidad de vida de las personas, Innovar y crear nuevas tecnologías",3,Salud,3,4
19/02/2026 20:25:53,17,Masculino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Universidad,Sector público,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles.",5,4,5,"Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos.","Matemáticas, Biología, Química, Arte, Lengua y literatura, Ciencias Sociales",Desarrollador/a de software,Familia,4,Muy positivo,5,Falta de recursos educativos,Tecnología,5,,"Mejorar la calidad de vida de las personas, Innovar y crear nuevas tecnologías, Contribuir a la sostenibilidad, Desarrollar nuevas ideas artísticas",5,"Energía, Educación, Transporte",5,4
19/02/2026 20:26:19,17,Femenino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Secundaria,Sector público,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver.",3,5,4,"Aprender sobre nuevos descubrimientos científicos., Diseñar y construir estructuras o dispositivos prácticos.","Biología, Física, Tecnología, Ciencias Sociales",Investigador/a científico/a,Yo mismo,2,Muy positivo,2,"Falta de recursos educativos, Dificultad en las materias, Falta de motivación","Salud, Tecnología, Medio ambiente",5,,"Mejorar la calidad de vida de las personas, Innovar y crear nuevas tecnologías",2,"Salud, Energía, Medio ambiente",3,4
19/02/2026 20:28:22,18,Femenino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Bachillerato,Negocio propio,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte., Disfruto de actividades artísticas como música, teatro o literatura.",1,3,4,"Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte., Analizar datos y realizar interpretaciones estadísticas.",Lengua y literatura,Artista digital,Familia,5,Positivo,1,Dificultad en las materias,Social ,4,,Mejorar la calidad de vida de las personas,5,Educación,1,2
19/02/2026 20:30:19,17,Femenino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Secundaria,Negocio propio,,"Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual.",3,3,2,"Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Química, Arte",Artista digital,Nadie en particular,2,Neutro,2,Falta de motivación,Arte,3,,No estoy seguro(a),4,Salud,5,4
19/02/2026 20:32:02,16,Masculino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Bachillerato,Sector privado,,"Me interesa trabajar con herramientas, máquinas y equipos., Me siento atraído/a por temas relacionados con mecánica y automóviles., Me gusta jugar ajedrez.",3,5,1,"Explorar nuevas tecnologías y sus impactos., Diseñar y construir estructuras o dispositivos prácticos.","Biología, Lengua y literatura, Ciencias Sociales",Desarrollador/a de software,Nadie en particular,5,Positivo,5,Dificultad en las materias,Tecnología,5,,Innovar y crear nuevas tecnologías,5,Educación,5,4
19/02/2026 20:34:40,17,Masculino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Bachillerato,Sector privado,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones., Disfruto explorando temas de ciencia ficción.",5,3,4,"Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Química",Desarrollador/a de software,Nadie en particular,4,Neutro,4,"Falta de apoyo familiar, Falta de apoyo económico","Salud, Tecnología",5,,"Innovar y crear nuevas tecnologías, Contribuir a la sostenibilidad, Desarrollar nuevas ideas artísticas",5,"Salud, Educación, Medio ambiente",5,3
19/02/2026 20:36:11,17,Femenino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Bachillerato,Negocio propio,,"Disfruto explorando y aprendiendo sobre seres vivos., Disfruto explorando temas de ciencia ficción., Disfruto explorando temas relacionados con arte y belleza visual.",5,4,5,"Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Física, Química, Lengua y literatura, Ciencias Sociales",Investigador/a científico/a,Familia,5,Positivo,5,Falta de recursos educativos,"Salud, Tecnología",5,,Innovar y crear nuevas tecnologías,5,Salud,5,3
19/02/2026 20:38:00,17,Masculino,Mestiza,Pública,Rural,,Tercero de bachillerato,Español,Primaria,Sector público,,"Me gusta jugar ajedrez., Encuentro fascinantes los misterios sin resolver.",4,2,5,"Analizar datos y realizar interpretaciones estadísticas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Lengua y literatura",Investigador/a científico/a,Redes sociales,2,Positivo,4,Falta de recursos educativos,"Salud, Tecnología",4,,"Mejorar la calidad de vida de las personas, Innovar y crear nuevas tecnologías, Contribuir a la sostenibilidad",4,Educación,4,3
19/02/2026 20:38:11,16,Femenino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Secundaria,Negocio propio,,Disfruto explorando y aprendiendo sobre seres vivos.,3,5,3,Explorar nuevas tecnologías y sus impactos.,Matemáticas,Artista digital,Familia,5,Muy positivo,5,Falta de recursos educativos,Tecnología,5,,Innovar y crear nuevas tecnologías,3,Energía,3,2
19/02/2026 20:41:05,17,Femenino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,"Español, Inglés",Secundaria,Sector privado,,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte., Disfruto de actividades artísticas como música, teatro o literatura.",4,5,4,"Aprender sobre nuevos descubrimientos científicos., Compartir y recibir retroalimentación sobre tu arte.",idiomas ,"Ingeniería pesquera, gastronomía",Nadie en particular,4,Positivo,5,Falta de apoyo familiar,Salud,2,,Mejorar la calidad de vida de las personas,4,Salud,1,3
19/02/2026 20:43:07,17,Masculino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Bachillerato,Negocio propio,,"Me interesa trabajar con herramientas, máquinas y equipos.",3,4,4,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos.",Arte,Veterinaria,Familia,2,Positivo,4,"Dificultad en las materias, Falta de motivación",Salud,,,Contribuir a la sostenibilidad,5,"Educación, Medio ambiente",3,2
19/02/2026 20:43:30,17,Femenino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Bachillerato,Negocio propio,,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción.",4,5,4,"Crear obras artísticas como pinturas, dibujos o esculturas., Analizar datos y realizar interpretaciones estadísticas.","Biología, Lengua y literatura",Artista digital,Familia,4,Positivo,5,Dificultad en las materias,Salud,4,,Mejorar la calidad de vida de las personas,4,Salud,4,5
19/02/2026 20:46:18,16,Masculino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Bachillerato,Negocio propio,,"Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos.",1,,1,"Explorar nuevas tecnologías y sus impactos., Resolver problemas complejos de manera creativa.",Biología,Investigador/a científico/a,Nadie en particular,3,Positivo,1,Dificultad en las materias,Tecnología,5,,Mejorar la calidad de vida de las personas,4,Energía,1,5
19/02/2026 20:46:53,17,Masculino,Indígena,Pública,Rural,Sí,Tercero de bachillerato,"Español, Kichwa",Bachillerato,Sector público,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,1,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Analizar datos y realizar interpretaciones estadísticas.","Biología, Tecnología, Lengua y literatura",Desarrollador/a de software,,1,Muy positivo,1,Falta de apoyo familiar,Tecnología,4,,Mejorar la calidad de vida de las personas,2,Educación,4,4
19/02/2026 20:48:19,17,Masculino,Mestiza,Pública,Urbana,Sí,Tercero de bachillerato,Español,Primaria,Sector público,,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones.",5,4,4,"Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas matemáticos y encontrar soluciones eficientes.",Matemáticas,Ingeniero/a civil,Nadie en particular,5,Positivo,5,Falta de recursos educativos,Tecnología,4,,Innovar y crear nuevas tecnologías,4,Transporte,4,3
19/02/2026 20:50:55,17,Masculino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Bachillerato,Sector privado,,"Me siento atraído/a por temas relacionados con mecánica y automóviles., Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción.",4,4,4,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Analizar datos y realizar interpretaciones estadísticas.",Lengua y literatura,Desarrollador/a de software,Familia,5,Muy positivo,5,Dificultad en las materias,Tecnología,4,,"Mejorar la calidad de vida de las personas, Innovar y crear nuevas tecnologías",4,Salud,3,5
19/02/2026 20:51:10,17,Femenino,Mestiza,Pública,Rural,Sí,Tercero de bachillerato,Español,Secundaria,Sector público,,"Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Disfruto explorando temas relacionados con arte y belleza visual.",3,3,3,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Química, Ciencias Sociales",Matemático/a o estadístico/a,Redes sociales,4,Neutro,4,"Falta de recursos educativos, Dificultad en las materias",Salud,4,,Mejorar la calidad de vida de las personas,,"Salud, Energía, Educación, Transporte, Medio ambiente",4,4
